"","identifier","text","mehercules_bene_homo_puto_sit_curabo_potest","fuit_fecit_quicquid_illum_nemo_manu_summam","sibi_plus_sestertium_illius_die_male_mei","puer_iussit_quem_esset_es_quia_domini","nobis_pro_adhuc_omnium_nunc_interim_fit","homo_vos_oportet_homines_vinum_hodie_nostrum","deinde_mensam_ante_aliquot_ubi_fortunata_circa","sibi_illum_afferri_coepi_iussit_postquam_vix","vides_quia_nunquam_quare_nunc_ideo_assem","illum_hic_mea_meam_summam_ideo_longe","eius_subinde_puer_cocus_hic_idem_aliquid","ait_agamemnon_quemadmodum_c_statim_ita_quibus","altera_habebat_fuerunt_parte_positus_nunc_triclinium","triclinium_familia_habinnas_totum_vero_nobis_plane","unum_melius_valde_balneum_eius_dicebat_ceterum","pedes_trimalchionis_minus_scilicet_heu_sumus_supra","magis_suum_fuit_res_eum_ipsum_immo","statim_pueri_duo_dii_lana_aquam_servi","ecce_subito_ceterum_canem_ianuam_trimalchionis_cuius","nemo_quem_sua_suam_amat_fortunata_dixit"
"152","urn:cts:latinLit:phi0972.phi001:42.2","aqua dentes habet, et cor nostrum cotidie liquescit. Sed cum mulsi pultarium obduxi, frigori laecasin dico. Nec sane lavare potui; fui enim hodie in funus. ","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.427659574468085","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.534042553191489","0.00212765957446809"
"153","urn:cts:latinLit:phi0972.phi001:42.3","Homo bellus, tam bonus Chrysanthus animam ebulliit. Modo, modo me appellavit. Videor mihi cum illo loqui. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"154","urn:cts:latinLit:phi0972.phi001:42.4","Heu, eheu. Utres inflati ambulamus. Minoris quam muscae sumus, muscae tamen aliquam virtutem habent, nos non pluris sumus quam bullae. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"155","urn:cts:latinLit:phi0972.phi001:42.5","Et quid si non abstinax fuisset. Quinque dies aquam in os suum non coniecit, non micam panis. Tamen abiit ad plures. Medici ilium perdiderunt, immo magis malus fatus; medicus enim nihil aliud est quam animi consolatio. ","0.150746268656716","0.0761194029850746","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.747761194029851","0.00149253731343284","0.00149253731343284","0.00149253731343284"
"156","urn:cts:latinLit:phi0972.phi001:42.6","Tamen bene elatus est, vitali lecto, stragulis bonis. Planctus est optime - manu misit aliquot - etiam si maligne illum ploravit uxor. ","0.003125","0.471875","0.315625","0.003125","0.003125","0.003125","0.159375","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"157","urn:cts:latinLit:phi0972.phi001:42.7","Quid si non illam optime accepisset. Sed mulier quae mulier milvinum genus. Neminem nihil boni facere oportet; aeque est enim ac si in puteum conicias. Sed antiquus amor cancer est.","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.959574468085106","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809"
"158","urn:cts:latinLit:phi0972.phi001:43.1","Molestus fuit, Philerosque proclamavit: Vivorum meminerimus. Ille habet, quod sibi debebatur: honeste vixit, honeste obiit. Quid habet quod queratur? Ab asse erevit et paratus fuit quadrantem de stercore mordicus tollere. Itaque crevit, quicquid crevit, tanquam favus. ","0.00175438596491228","0.878947368421053","0.0894736842105263","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228"
"159","urn:cts:latinLit:phi0972.phi001:43.2","Puto mehercules illum reliquisse lida centum, et omnia in nummis habuit. ","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"160","urn:cts:latinLit:phi0972.phi001:43.3","De re tamen ego verum dicam, qui linguam caninam comedi: durae buccae fruit, linguosus, discordia, non homo. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"161","urn:cts:latinLit:phi0972.phi001:43.4","Frater eius fortis fuit, amicus amico, manu plena, uncta mensa. Et inter initia malam parram pilavit, sed recorrexit costas illius prima vindemia: vendidit enim vinum, quanti ipse voluit. Et quod illius mentum sustulit, hereditatem accepit, ex qua plus involavit, quam illi relictum est. ","0.00149253731343284","0.00149253731343284","0.822388059701493","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.150746268656716","0.00149253731343284","0.00149253731343284","0.00149253731343284"
"162","urn:cts:latinLit:phi0972.phi001:43.5","Et ille stips, dum fratri suo irascitur, nescio cui terrae filio patrimonium elegavit. Longe fugit, quisquis suos fugit. ","0.00238095238095238","0.121428571428571","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.835714285714286","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"163","urn:cts:latinLit:phi0972.phi001:43.6","Habuit autem oricularios servos, qui illum pessum dederunt. Nunquam autem recte faciet, qui cito credit, utique homo negotians. Tamen verum quod frunitus est, quam diu vixit,  . ","0.386538461538461","0.290384615384615","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692"
"164","urn:cts:latinLit:phi0972.phi001:43.7","cui datum est, non cui destinatum. Plane Fortunae filius, in manu illius plumbum aurum fiebat. Facile est autem, ubi omnia quadrata currunt. Et quot putas illum annos secum tulisse? Septuaginta et supra. Sed corneolus fuit, aetatem bene ferebat, niger tanquam corvus. ","0.150746268656716","0.747761194029851","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.0761194029850746","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284","0.00149253731343284"
"165","urn:cts:latinLit:phi0972.phi001:43.8","Noveram hominem olim oliorum et adhuc salax erat. Non mehercules illum puto in domo canem reliquisse. Immo etiam pullarius erat, omnis minervae homo. Nec improbo, hoc solum enim secum tulit.","0.675","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.290384615384615","0.00192307692307692"
"166","urn:cts:latinLit:phi0972.phi001:44.1","Haec Phileros dixit, illa Ganymedes: narratis quod nec ad caelum nec ad terram pertinet, cum interim nemo curat, quid annona mordet. ","0.003125","0.003125","0.003125","0.003125","0.315625","0.003125","0.003125","0.159375","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.471875"
"167","urn:cts:latinLit:phi0972.phi001:44.2","Non me hercules hodie buccam panis invenire potui. Et quomodo siccitas perseverat.","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"168","urn:cts:latinLit:phi0972.phi001:44.3","Iam annum esuritio fuit. Aediles male eveniat, qui cum pistoribus colludunt 'Serva me, servabo te.' Itaque populus minutus laborat; nam isti maiores maxillae semper Saturnalia agunt. ","0.374074074074074","0.559259259259259","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"169","urn:cts:latinLit:phi0972.phi001:44.4","O si haberemus illos leones, quos ego hic inveni, cum primum ex Asia veni. ","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.543243243243243","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.408108108108108","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"170","urn:cts:latinLit:phi0972.phi001:44.5","Illud erat vivere. Simila si siligine inferior esset, laruas sic istos percolopabant, ut illis Iupiter iratus esset. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.92962962962963","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"171","urn:cts:latinLit:phi0972.phi001:44.6","Sed memini Safinium: tunc habitabat ad arcum veterem, me puero, piper, non homo. ","0.3","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"172","urn:cts:latinLit:phi0972.phi001:44.7","Is quacunque ibat, terram adurebat. Sed rectus, sed certus, amicus amico, cum quo audacter posses intenebris micare. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"173","urn:cts:latinLit:phi0972.phi001:44.8","In curia autem quomoda singulos vel pilabat tractabat, nec schemas loquebatur sed derectum. Cum ageret ","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.00833333333333333","0.841666666666667"
"174","urn:cts:latinLit:phi0972.phi001:44.9","porro in foro, sic illius vox crescebat tanquam tuba. Nec sudavit unquam nec expuit, puto eum nescio quid Asiadis habuisse. ","0.0037037037037037","0.188888888888889","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.374074074074074","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"175","urn:cts:latinLit:phi0972.phi001:44.10","Et quam benignus resalutare, nomina omnium reddere, tanquam unus de nobis. Itaque illo tempore annona pro luto erat, ","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.813513513513514","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.137837837837838","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"176","urn:cts:latinLit:phi0972.phi001:44.11","Asse panem quem emisses, non potuisses cum altera devorare. Nunc oculum bublum vidi maiorem. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.744444444444444","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889"
"177","urn:cts:latinLit:phi0972.phi001:44.12","Heu heu, quotidie peius. Haec colonia retroversus crescit tanquam coda vituli. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.888235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647"
"178","urn:cts:latinLit:phi0972.phi001:44.13","Sed quare nos habemus aedilem trium cauniarum, qui sibi mavult assem quam vitam nostram? Itaque domi gaudet, plus in die nummorum accipit, quam alter patrimonium habet. ","0.00238095238095238","0.00238095238095238","0.716666666666667","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.24047619047619","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"179","urn:cts:latinLit:phi0972.phi001:44.14","Iam scio, unde acceperit denarios mille aureos. Sed si nos coleos haberemus, non tantum sibi placeret. Nunc populus est domi leones, foras vulpes. ","0.00175438596491228","0.00175438596491228","0.264912280701754","0.00175438596491228","0.528070175438596","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.17719298245614"
"180","urn:cts:latinLit:phi0972.phi001:44.15","Quod ad me attinet, iam pannos meos comedi, et si perseverat haec annona, casulas meas vendam. ","0.00454545454545455","0.459090909090909","0.00454545454545455","0.00454545454545455","0.459090909090909","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"181","urn:cts:latinLit:phi0972.phi001:44.16","Quid enim futurum est, si nec dii nec homines huius coloniae miserentur? Ita meos fruniscar, ut ego puto omnia illa a diibus fieri. ","0.678378378378378","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.272972972972973","0.0027027027027027","0.0027027027027027"
"182","urn:cts:latinLit:phi0972.phi001:44.17","Nemo enim caelum caelum putat, nemo ieiunium servat, nemo Iovem pili facit, sed omnes opertis oculis bona sua computant. ","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.0980769230769231","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.00192307692307692","0.867307692307692"
"183","urn:cts:latinLit:phi0972.phi001:44.18","Antea stolatae ibant nudis pedibus in clivum, passis capillis, mentibus puris, et Iovem aquam exorabant. Itaque statim urceatim plovebat: aut tune aut nunquam: et omnes redibant udi tanquam mures. Itaque dii pedes lanatos habent, quia nos religiosi non sumus. Agri iacent - ","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.264912280701754","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.264912280701754","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.440350877192982","0.00175438596491228","0.00175438596491228"
"184","urn:cts:latinLit:phi0972.phi001:45.1","Oro te inquit Echion centonarius melius loquere.","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.728571428571429","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143","0.0142857142857143"
"185","urn:cts:latinLit:phi0972.phi001:45.2","'Modo sic, modo sic' inquit rusticus; varium porcum perdiderat. Quod hodie non est, eras erit: sic vita truditur. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"186","urn:cts:latinLit:phi0972.phi001:45.3","Non mehercules patria melior dici potest, si homines haberet. Sed laborat hoc tempore, nec haec sola. Non debemus delicati esse, ubique medius caelus est. ","0.744444444444444","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"187","urn:cts:latinLit:phi0972.phi001:45.4","Tu si aliubi fueris, dices hie porcos coctos ambulare. Et ecce habituri sumus munus excellente in triduo die festa; familia non lanisticia, sed plurimi liberti. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.559259259259259","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037"
"188","urn:cts:latinLit:phi0972.phi001:45.5","Et Titus noster magnum animum habet et est ealdicerebrius: aut hoc aut illud erit, quid utique. Nam illi domesticus sum, ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.744444444444444","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"189","urn:cts:latinLit:phi0972.phi001:45.6","non est miscix. Ferrum optimum daturus est, sine fuga, carnarium in medio, ut amphitheater videat. Et habet unde: relictum est illi sestertium tricenties, decessit illius pater male. Ut quadringenta impendat, non sentiet patrimonium illius, et sempiterno nominabitur. ","0.00238095238095238","0.00238095238095238","0.716666666666667","0.00238095238095238","0.121428571428571","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.121428571428571","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"190","urn:cts:latinLit:phi0972.phi001:45.7","Iam Manios aliquot habet et mulierem essedariam et dispensatorem Glyconis, qui deprehensus est, cum dominam suam delectaretur. Videbis populi rixam inter zelotypos et amasiunculos. ","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.594117647058824","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.00588235294117647","0.3"
"191","urn:cts:latinLit:phi0972.phi001:45.8","Glyco autem, sestertiarius homo, dispensatorem ad bestias dedit. Hoc est se ipsum traducere. Quid servus peccavit, qui coactus est facere? Magis illa matella digna fuit quam taurus iactaret. Sed qui asinum non potest, stratum caedit. ","0.534042553191489","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.00212765957446809","0.427659574468085","0.00212765957446809","0.00212765957446809","0.00212765957446809"
"192","urn:cts:latinLit:phi0972.phi001:45.9","Quid autem Glyco putabat Hermogenis filicem unquam bonum exitum facturam? Ille milvo volanti poterat ungues resecare; colubra restem non parit. Glyco, Glyco dedit suas; itaque quamdiu vixerit, habebit stigmam, nec illam nisi Orcus delebit. Sed sibi quisque peccat. ","0.0894736842105263","0.00175438596491228","0.264912280701754","0.264912280701754","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.00175438596491228","0.352631578947368","0.00175438596491228","0.00175438596491228","0.00175438596491228"
"193","urn:cts:latinLit:phi0972.phi001:45.10","Sed subolfacio, quod nobis epulum daturus est Mammaea, binos denarios mihi et meis. Quod si hoc fecerit, eripiat Norbano totum favorem. Scias oportet plenis velis hunc vinciturum. ","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.188888888888889","0.188888888888889","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.559259259259259","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037","0.0037037037037037"
"194","urn:cts:latinLit:phi0972.phi001:45.11","Et revera, quid ille nobis boni fecit? Dedit gladiatores sestertiarios iam decrepitos, quos si sufflasses, cecidissent; iam meliores bestiarios vidi. Occidit de lucerna equites, putares eos gallos gallinaceos; alter burdubasta, alter loripes, tertiarius mortuus pro mortuo, qui habebat nervia praecisa. ","0.00138888888888889","0.0708333333333333","0.00138888888888889","0.00138888888888889","0.348611111111111","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.556944444444444","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889","0.00138888888888889"
"195","urn:cts:latinLit:phi0972.phi001:45.12","Unus alicuius flaturae fuit Thraex, qui et ipse ad dictata pugnavit. Ad summam, omnes postea secti sunt; adeo de magna turba 'adhibete' acceperant, plane fugae merae. ","0.137837837837838","0.543243243243243","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.272972972972973","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"196","urn:cts:latinLit:phi0972.phi001:45.13","'Munus tamen' inquit 'tibi dedi': et ego tibi plodo. Computa, et tibi plus do quam accepi. Manus manum lavat.","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
"197","urn:cts:latinLit:phi0972.phi001:46.1","Videris mihi, Agamemnon, dicere: 'Quid iste argutat molestus?' quia tu, qui potes loquere, non loquis. Non es nostrae fasciae, et ideo pauperorum verba derides. Scimus te prae litteras fatuum esse. ","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.948648648648649","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027","0.0027027027027027"
"198","urn:cts:latinLit:phi0972.phi001:46.2","Quid ergo est? aliqua die te persuadeam, ut ad villam venias et videas casulas nostras? Inveniemus quod manducemus, pullum, ova: belle erit, etiam si omnia hoc anno tempestas dispare pallavit: inveniemus ergo unde saturi fiamus. ","0.003125","0.003125","0.003125","0.003125","0.159375","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125","0.784375","0.003125","0.003125","0.003125","0.003125","0.003125","0.003125"
"199","urn:cts:latinLit:phi0972.phi001:46.3","Et iam tibi discipulus crescit cicaro meus. Iam quattuor partis dicit; si vixerit, habebis ad latus servulum. Nam quicquid illi vacat, caput de tabula non tollit. Ingeniosus est et bono filo, etiam si in aves morbosus est. ","0.00238095238095238","0.24047619047619","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.35952380952381","0.00238095238095238","0.121428571428571","0.00238095238095238","0.00238095238095238","0.24047619047619","0.00238095238095238","0.00238095238095238","0.00238095238095238","0.00238095238095238"
"200","urn:cts:latinLit:phi0972.phi001:46.4","Ego illi iam tres cardeles occidi, et dixi quod mustella comedit. Invenit tamen alias nenias, et libentissime pingit. ","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.913636363636364","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455","0.00454545454545455"
