"","identifier","text","insequor_novus_perterreo_circumvenio_conspicio_cado_committo","collis_fodio_altitudo_natura_pedum_vallus_mons","consto_tres_frumentarius_centurio_eo_audio_egredior","potestas_sive_aeduorum_fides_interfacio_nuntius_fortuna","agger_turris_porta_vallus_clamor_eruptio_subsidium","jus_caesare_liber_pax_injuria_respondeo_regnum","auctoritas_senatus_quisquam_publicus_magistratus_gratia_frater","romanis_concilium_dis_ratio_exspecto_communis_liber","labienum_galliam_praeficio_hiberna_hiemo_crassus_deduco","ullus_prior_moror_fortuna_vereor_supero_enim","dimitto_concilium_littera_polliceor_evoco_remus_finitimus","pons_domus_traduco_occido_armo_occupo_confero","post_moveo_tertius_supra_dux_accedo_explorator","nitor_memoria_magnitudo_doceo_genus_gravis_publicus","tempestas_sero_commeatus_portus_tueor_insula_aestus"
"317","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.4","de numerus is omnis sui habeo exploro remus dico  propterea qui propinquitas affinitas conjungo quantus quisque multitudo in communis belgarum concilium ad is bellus polliceor sum cognosco","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.647311827956989","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"318","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.5","multus inter is bellovacos et virtus et auctoritas et homo numerus valeo  hic possum conficio armo mille centum  polliceor ex is numerus eligo mille lx totus bellum imperium sui postulo","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.604819277108434","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.363855421686747","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"319","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.6","suessiones suus sum finitimus  finis fero ferax ager possideo","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"320","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.7","apud is sum rex noster etiam memoria diviciacum  totus galliae potens  qui cum magnus pars hic regio  tum etiam britanniae imperium obtineo  nunc sum rex galba  ad hic propter justitia prudentia superus totus bellum omnis voluntas defero  oppidum habeo numerus xii  polliceor mille armo l  totidem nervios","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.383606557377049","0.00109289617486339","0.00109289617486339","0.27431693989071","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.165027322404372","0.165027322404372"
"321","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.8","qui magnus ferus inter ipse habeo longus absum","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154"
"322","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.9","xv mille atrebates  ambianos x mille  morinos xxv mille  menapios vii mille  caletos x mille  veliocasses et viromanduos totidem  atuatucos xviiii mille","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.966265060240964","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"323","urn:cts:latinLit:stoa0069.stoa001.hc:2.4.10","condrusos  eburones  caerosos  paemanos  qui unus nomen germanus appello  arbitror ad xl mille","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"324","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.1","caesar remus cohorto liberaliter oratio prosequor omnis senatus ad sui convenio princeps liber obsideo ad sui adduco jubeo  qui omnis ab hic diligens ad dies facio sum","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.550684931506849","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726","0.276712328767123"
"325","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.2","ipse diviciacum haeduum magnopere cohorto doceo quantus opus res publicus communis salus intersum manus hostis distineo  neo cum tantus multitudo unus tempus confligo sum","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.96989247311828","0.0021505376344086"
"326","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.3","is fio possum  si suus copia haedui in finis bellovacorum introduco et is ager populo coepio","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"327","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.4","hic do mando is ab sui dimitto  postquam omnis belgarum copia in unus locum cogo ad sui venio video neque jam longus absum ab is qui mitto explorator et ab remus cognosco  flumen axonam  qui sum in extremus remus finis  exercitus traduco maturo atque ibi castra pono","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.584466019417476","0.390291262135922","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"328","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.5","qui res et fero unus castrum ripa flumen munio et post is qui sum tueor ab hostis reddo et commeatus ab remus reliquus civitas ut sino periculum ad is porto possum efficio","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.363855421686747","0.00240963855421687","0.00240963855421687","0.604819277108434"
"329","urn:cts:latinLit:stoa0069.stoa001.hc:2.5.6","in is flumen pons sum  ibi praesidium pono et in alter pars flumen q  titurium sabinum lego cum sex cohors relinquo  castra in altitudo pedum xii vallus fodio duodeviginti pedum munio jubeo","0.00176991150442478","0.709734513274336","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.267256637168142","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"330","urn:cts:latinLit:stoa0069.stoa001.hc:2.6.1","ab hic castrum oppidum remus nomen bibrax absum mille passus viii  is ex iter magnus impetus belgae oppugno coepio  aeger is dies sustento sum","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726"
"331","urn:cts:latinLit:stoa0069.stoa001.hc:2.6.2","gallus idem atque belgarum oppugnatio sum hic  ubi circumjacio multitudo homo totus moenia undique in murus lapis jacio coepio sum murus defensor nudo sum  testudo facio porta succedo murus surruo  qui tum facilis fio","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.975221238938053","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"332","urn:cts:latinLit:stoa0069.stoa001.hc:2.6.3","nam cum tantus multitudo lapis atque telum co-jacio  in murus consisto potestas sum nullus","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"333","urn:cts:latinLit:stoa0069.stoa001.hc:2.6.4","cum finis oppugno nox facio  iccius reor  superus nobilitas et gratia inter suus  qui tum oppidum praesum  unus ex is qui lego de pax ad caesarem venio  nuntius ad is mitto  nitor subsidium sui summitto  sui diu sustineo non possum","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.293203883495146","0.196116504854369","0.487378640776699","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"334","urn:cts:latinLit:stoa0069.stoa001.hc:2.7.1","is de medius nox caesar idem dux utor qui nuntius ab iccio venio  numidas et cerno sagittarius et funditor baleares subsidium oppidani mitto","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.647311827956989","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.0021505376344086","0.0021505376344086"
"335","urn:cts:latinLit:stoa0069.stoa001.hc:2.7.2","qui advenio et remus cum spes defensio studium propugno accedo et hostis idem de causa spes potior oppidum discedo","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038"
"336","urn:cts:latinLit:stoa0069.stoa001.hc:2.7.3","ito paulisper apud oppidum moror ager remus depopulor  omnis vicus aedificium qui adeo possum incendo  ad castra caesaris omnis copia contendo et ab mille passus parvus duo castra pono","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726"
"337","urn:cts:latinLit:stoa0069.stoa001.hc:2.7.4","qui castra  ut fumus atque ignis significo  amplus mille passus viii latitudo pateo","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726"
"338","urn:cts:latinLit:stoa0069.stoa001.hc:2.8.1","caesar primus et propter multitudo hostis et propter eximius opinio virtus proelium supersedeo statuo","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"339","urn:cts:latinLit:stoa0069.stoa001.hc:2.8.2","cottidie tamen equester proelium quis hostis virtus possum et quis noster audeo periclitor","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"340","urn:cts:latinLit:stoa0069.stoa001.hc:2.8.3","ubi noster non sum inferus intellego  locum pro castrum ad acies instruo natura oportuno atque idoneus  qui is collis ubi castra pono sum paululum ex planities edo tantus adverto in latitudo pateo quantus locum acies instruo occupo possum  atque ex uter pars latus deicio habeo et in frons lenis fastigatus paulatim ad planities redeo  ab utroque latus is collis transverto fodio obduco circito passus cccc","0.000823045267489712","0.988477366255144","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712","0.000823045267489712"
"341","urn:cts:latinLit:stoa0069.stoa001.hc:2.8.4","et ad extremus fodio castellum constituo ibi tormentum con-loco  neo  cum acies instruo  hostis  qui tantus multitudo possum  ab latus pugno suus circumvenio possum","0.00240963855421687","0.966265060240964","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"342","urn:cts:latinLit:stoa0069.stoa001.hc:2.8.5","hic facio  duo legio qui proximus conscribo in castrum relinquo ut  si qui opus sum  subsidium duco possum  reliquus vis legio pro castrum in acies constituo  hostis ito suus copia ex castrum educo instruo","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"343","urn:cts:latinLit:stoa0069.stoa001.hc:2.9.1","palus sum non magnus inter noster atque hostis exercitus  hic si noster transeo hostis exspecto  noster autem  si ab ille initium transeo fio  ut impedio aggredior  paro in arma sum","0.00317460317460317","0.320634920634921","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.479365079365079","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317"
"344","urn:cts:latinLit:stoa0069.stoa001.hc:2.9.2","interim proelium equester inter duo acies contendo  ubi neuter transeo initium facio  secundus eques proelium noster caesar suus in castra reduco","0.00377358490566038","0.00377358490566038","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"345","urn:cts:latinLit:stoa0069.stoa001.hc:2.9.3","hostis protinus ex is locum ad flumen axonam contendo  qui sum post noster castra demonstro sum","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"346","urn:cts:latinLit:stoa0069.stoa001.hc:2.9.4","ibi vadum reperio pars suus copia traduco conor sum is consilium ut  si possum  castellum  qui praesum q  titurius lego  expugno pons interscindo","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.293203883495146","0.00194174757281553","0.00194174757281553","0.681553398058252","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"347","urn:cts:latinLit:stoa0069.stoa001.hc:2.9.5","si parvus possum  ager remus populo  qui magnus nos usus ad bellus gero sum  commeatus noster prohibeo","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"348","urn:cts:latinLit:stoa0069.stoa001.hc:2.10.1","caesar  certus facio ab titurio omnis equito et levis armo numidas  funditor sagittarii pons traduco atque ad is contendo  acriter in is locum pugno sum","0.0021505376344086","0.217204301075269","0.324731182795699","0.0021505376344086","0.109677419354839","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"349","urn:cts:latinLit:stoa0069.stoa001.hc:2.10.2","hostis impedio noster in flumen aggredior magnus is numerus occido","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"350","urn:cts:latinLit:stoa0069.stoa001.hc:2.10.3","per is corpus reliquus audax transeo conor multitudo telum repello primus  qui transeo  equito circumvenio interficio","0.569811320754717","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.381132075471698","0.00377358490566038","0.00377358490566038"
"351","urn:cts:latinLit:stoa0069.stoa001.hc:2.10.4","hostis  ubi et de expugno oppidum et de flumen transeo spes sui fallo intellego neque noster in locum iniquus progredior pugno causa video atque ipse res frumentarius deficio coepio  concilium convoco constituo bonus sum domus suus quisque reverto  et qui in finis primus romani exercitus introduco  ad is defendo undique convenio  ut potis in suus qui in alienus finis decerto et domesticus copia res frumentarius utor","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.165027322404372","0.00109289617486339","0.492896174863388","0.00109289617486339","0.32896174863388","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339","0.00109289617486339"
"352","urn:cts:latinLit:stoa0069.stoa001.hc:2.10.5","ad is sententia cum reliquus causa hic quoque ratio is deduco  qui diviciacum atque haeduos finis bellovacorum appropinquo cognosco  hic persuadeo ut diu moror neque suus auxilium fero non possum","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.532743362831858","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.444247787610619","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"353","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.1","is res constituo  sequor vigilia magnus cum  strepitus atque tumultus castrum egredior nullus certus ordo neque imperium  cum sui quisque primus iter locum peto et domus pervenio propero  facio ut consimilis fuga profectio video","0.0021505376344086","0.0021505376344086","0.432258064516129","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.217204301075269","0.0021505376344086","0.0021505376344086","0.324731182795699"
"354","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.2","hic res statim caesar per speculator cognosco insidiae vereor  qui qui de causa discedo nondum perspicio  exercitus equito castrum contineo","0.00377358490566038","0.00377358490566038","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"355","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.3","primus lux  confirmo res ab explorator  omnis equito  qui novus agmen moror  praemitto  hic q  pes et l  aurunculeium cottam lego praeficio  t  labienum lego cum legio tres subsequor jubeo","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.700699300699301","0.0013986013986014","0.0013986013986014","0.0013986013986014","0.281118881118881","0.0013986013986014","0.0013986013986014"
"356","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.4","hic novus adorior et multus mille passus prosequor magnus multitudo is fugio concido  cum ab extremus agmen  ad qui venio sum  consisto fortis impetus noster miles sustineo","0.966265060240964","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"357","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.5","prior  qui absum ab periculum video neque ullus necessitas neque imperium contineo  exaudio clamor perturbo ordo omnis in fuga sui praesidium pono","0.00273972602739726","0.00273972602739726","0.413698630136986","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.550684931506849","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"358","urn:cts:latinLit:stoa0069.stoa001.hc:2.11.6","ito sino ullus periculum tantus is multitudo noster interficio quantus sum dies spatium  sub occido solus sequor de_-sisto sequor in castra  ut sum impero  recipio","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"359","urn:cts:latinLit:stoa0069.stoa001.hc:2.12.1","postridie is dies caesar  prior qui sui hostis ex terror atque fuga recipio  in finis suessionum  qui proximus remus sum  exercitus duco et magnus iter  conficio  ad oppidum noviodunum contendo","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755"
"360","urn:cts:latinLit:stoa0069.stoa001.hc:2.12.2","is ex iter oppugno conor  qui vacuus ab defensor sum audio  propter latitudo fodio murus altitudo paucus defendo expugno non possum","0.00194174757281553","0.681553398058252","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.0990291262135923","0.196116504854369","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"361","urn:cts:latinLit:stoa0069.stoa001.hc:2.12.3","castrum munio vinea ago quisque ad oppugno usus sum comparo coepio","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"362","urn:cts:latinLit:stoa0069.stoa001.hc:2.12.4","interim omnis ex fuga suessionum multitudo in oppidum proximus nox convenio","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154"
"363","urn:cts:latinLit:stoa0069.stoa001.hc:2.12.5","celeriter vineus ad oppidum ago  agger jacio turris constituo  magnitudo opus  qui neque video ante gallus neque audio  et celeritas romanorum permoveo lego ad caesarem de deditio mitto et peto remus ut conservo impetro","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.0766917293233083","0.603007518796993","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.302255639097744","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"364","urn:cts:latinLit:stoa0069.stoa001.hc:2.13.1","caesar  obsidibus accipio primus civitas atque ipse galba rex duo filius arma omnis ex oppidum trado  in deditio suessiones accipio exercitus in bellovacos duco","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.966265060240964","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"365","urn:cts:latinLit:stoa0069.stoa001.hc:2.13.2","qui cum sui suus omnis in oppidum bratuspantium confero atque ab is oppidum caesar cum exercitus circito mille passus v absum  omnis magnus natus ex oppidum egredior manus ad caesarem tendo et vox significo coepio sui in is fides atque potestas venio neque contra populus romanum arma contendo","0.00194174757281553","0.00194174757281553","0.293203883495146","0.584466019417476","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.0990291262135923","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"366","urn:cts:latinLit:stoa0069.stoa001.hc:2.13.3","ito  cum ad oppidum accedo castra ibi pono  puer mulier ex murus patior manus suus morus pax ab romanis peto","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"367","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.1","pro hic diviciacus  nam post discedo belgarum dimitto haeduorum copia ad is reverto  facio verbum","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.413698630136986","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.550684931506849","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"368","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.2","bellovacos omnis tempus in fides atque amicitia civitas haeduae sum","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"369","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.3","impello ab suus princeps  qui dico haeduos ab caesare in servitus redigo  omnis indignitas contumelia perfero  et ab haeduis deficio et populus romano bellus infero","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.532743362831858","0.00176991150442478","0.444247787610619","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478"
"370","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.4","qui is consilium princeps sum  qui intellego quantus calamitas civitas infero  in britanniam profugio","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909"
"371","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.5","peto non solus bellovacos  sed etiam pro hic haeduos  ut suus clemens atque mansuetudo in is utor","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"372","urn:cts:latinLit:stoa0069.stoa001.hc:2.14.6","qui si facio  haeduorum auctoritas apud omnis belgas amplifico  qui auxilium atque ops  si qui bellus incido  sustento consuo","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.824657534246575","0.00273972602739726","0.00273972602739726","0.13972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"373","urn:cts:latinLit:stoa0069.stoa001.hc:2.15.1","caesar honor diviciaci atque haeduorum causa sui is in fides recipio et conservo dico  et qui sum civitas magnus inter belgas auctoritas atque homo multitudo praesto  dc obsideo posco","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.972815533980583","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"374","urn:cts:latinLit:stoa0069.stoa001.hc:2.15.2","hic trado omnis arma ex oppidum confero  ab is locum in finis ambianorum pervenio  qui sui suus omnis sino morus dedo","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.702325581395349","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
