"","dico_meus_sui_volo_habeo_jam_neo","idem_is_coepio_alius_omnis_meus_rideo","magnus_suus_venio_omnis_nitor_malus_tantus","omnis_sui_meus_jam_facio_tamquam_multus","sui_omnis_meus_suus_tamquam_coepio_possum","supo_jam_unus_lego_metior_mors_rapio","suus_neo_facio_magnus_alius_verbum_sui","totus_suus_pectus_omnis_lacrima_malus_lego","nitor_tellus_omnis_caelus_magnus_peto_sanguis"
"foro",9.14268996224069e-06,1.18726774074822e-05,0.0031601344630919,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"fuga",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,0.00214864038020974,1.47000455701413e-05,1.47651601281616e-05,0.00494805527628285
"grandis",0.00275194967863445,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,0.00148470460258427,1.47651601281616e-05,1.9713367634593e-05
"hilaritas",9.14268996224069e-06,0.00357367589965213,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00295470915959839,1.47651601281616e-05,1.9713367634593e-05
"ilium",0.00092341168618631,1.18726774074822e-05,1.25901771437924e-05,0.00514584162100427,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"jus",0.00138054618429834,1.18726774074822e-05,0.000642099034333413,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00444431319857664,1.9713367634593e-05
"lacero",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00148470460258427,0.0022295391793524,0.00494805527628285
"levis",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00518257120498472,0.00297671851282355
"litus",0.00275194967863445,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00196035156503564,1.42294064914552e-05,1.47000455701413e-05,0.000753023166536241,1.9713367634593e-05
"lucerna",0.00138054618429834,0.00416730977002624,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"lux",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00131122853025562,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.0079050604214718
"magister",0.00366621867485852,1.18726774074822e-05,1.25901771437924e-05,0.000654458660027975,0.000662105495475612,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"merus",9.14268996224069e-06,0.00298004202927802,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00494805527628285
"munus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00642909389556893,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Nos",9.14268996224069e-06,0.00179277428852981,1.25901771437924e-05,0.00193771093459263,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"nudus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00450421548372195,1.29824606956002e-05,1.42294064914552e-05,0.00221970688109133,1.47651601281616e-05,1.9713367634593e-05
"nummus",0.00183768068241038,1.18726774074822e-05,0.00378964332028152,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"numquid",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,0.00357158102935527,0.000749702324077205,1.47651601281616e-05,1.9713367634593e-05
"oportet",9.14268996224069e-06,0.00238640815890391,1.25901771437924e-05,0.00386258934643962,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"parito",9.14268996224069e-06,0.00179277428852981,1.25901771437924e-05,1.28325227456466e-05,0.00390772066937567,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"pello",9.14268996224069e-06,1.18726774074822e-05,0.00190111674871265,1.28325227456466e-05,1.29824606956002e-05,0.00499452167850079,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"pendo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,0.00148470460258427,1.47651601281616e-05,0.00297671851282355
"perfundo",9.14268996224069e-06,0.00298004202927802,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00494805527628285
"pondus",9.14268996224069e-06,0.00298004202927802,1.25901771437924e-05,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"potis",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,0.00494805527628285
"praeda",9.14268996224069e-06,1.18726774074822e-05,0.00441915217747114,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.000753023166536241,0.00199105013109389
"praesens",9.14268996224069e-06,1.18726774074822e-05,0.0031601344630919,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"publicus",9.14268996224069e-06,1.18726774074822e-05,0.00630767874904,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"qualis",9.14268996224069e-06,0.00238640815890391,1.25901771437924e-05,1.28325227456466e-05,0.00196035156503564,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00297671851282355
"quemadmodum",0.00275194967863445,1.18726774074822e-05,0.00127160789152303,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"sestertius",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00642909389556893,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"sidus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00494805527628285
"sonus",9.14268996224069e-06,1.18726774074822e-05,0.00567816989185038,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"sumus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00739734522420896,1.9713367634593e-05
"suspicio",9.14268996224069e-06,1.18726774074822e-05,0.0031601344630919,1.28325227456466e-05,1.29824606956002e-05,0.000725699731064217,0.00295470915959839,1.47651601281616e-05,1.9713367634593e-05
"taceo",0.00183768068241038,1.18726774074822e-05,1.25901771437924e-05,0.000654458660027975,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00370605519216856,1.9713367634593e-05
"tres",0.00275194967863445,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00214864038020974,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"unde",0.00183768068241038,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,0.00295470915959839,1.47651601281616e-05,1.9713367634593e-05
"validus",0.00229481518052241,0.00179277428852981,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00199105013109389
"vendo",0.00366621867485852,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00148470460258427,1.47651601281616e-05,1.9713367634593e-05
"versus",9.14268996224069e-06,1.18726774074822e-05,0.00441915217747114,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00221970688109133,1.47651601281616e-05,1.9713367634593e-05
"vestimentum",0.00229481518052241,0.0011991404181557,0.00190111674871265,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"via",9.14268996224069e-06,0.00179277428852981,1.25901771437924e-05,1.28325227456466e-05,0.00260947459981565,0.00214864038020974,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"aetas",9.14268996224069e-06,0.00179277428852981,1.25901771437924e-05,1.28325227456466e-05,0.00390772066937567,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"amor",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00585508977371571,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"aper",0.00183768068241038,1.18726774074822e-05,0.0031601344630919,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"audio",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.0057874677582866,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"colligo",0.00092341168618631,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00196035156503564,0.0028601107047825,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"colo",9.14268996224069e-06,1.18726774074822e-05,0.00127160789152303,0.0012960847973103,0.00260947459981565,0.000725699731064217,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"compono",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,0.00494805527628285
"continuo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00585508977371571,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"curiosus",9.14268996224069e-06,0.00298004202927802,0.00253062560590227,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"eiusmodi",9.14268996224069e-06,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.000753023166536241,1.9713367634593e-05
"extremus",9.14268996224069e-06,1.18726774074822e-05,0.000642099034333413,1.28325227456466e-05,1.29824606956002e-05,0.00214864038020974,0.00221970688109133,0.00149128117294432,1.9713367634593e-05
"forsitan",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00390772066937567,1.42294064914552e-05,1.47000455701413e-05,0.0022295391793524,1.9713367634593e-05
"frigidus",0.00138054618429834,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00428305135392803,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"fundus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"gaudium",0.00092341168618631,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00499452167850079,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Habinnas",0.00320908417674648,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00149128117294432,1.9713367634593e-05
"hora",0.000466277188074275,1.18726774074822e-05,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"hospes",9.14268996224069e-06,1.18726774074822e-05,0.00253062560590227,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Ille",0.00183768068241038,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"imago",9.14268996224069e-06,0.00238640815890391,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00370605519216856,1.9713367634593e-05
"inimicus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00662972055213371,1.47651601281616e-05,1.9713367634593e-05
"ira",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00143717005563698,1.47000455701413e-05,0.00370605519216856,0.00199105013109389
"labor",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00322096320915729,1.29824606956002e-05,0.00143717005563698,1.47000455701413e-05,1.47651601281616e-05,0.00199105013109389
"labrum",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,0.000725699731064217,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"latro",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00196035156503564,1.42294064914552e-05,1.47000455701413e-05,0.00444431319857664,1.9713367634593e-05
"lavo",9.14268996224069e-06,0.00357367589965213,1.25901771437924e-05,0.000654458660027975,1.29824606956002e-05,1.42294064914552e-05,0.00148470460258427,1.47651601281616e-05,1.9713367634593e-05
"molestus",0.00229481518052241,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"Nemo",0.00229481518052241,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00260947459981565,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"oratio",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00386258934643962,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00297671851282355
"os",9.14268996224069e-06,0.00060550654778159,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.0059208292113928,1.9713367634593e-05
"ostium",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,0.00455684370415569,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"placet",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,0.00295470915959839,1.47651601281616e-05,1.9713367634593e-05
"plaudo",0.000466277188074275,0.00298004202927802,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00149128117294432,0.00100538174936424
"proximus",9.14268996224069e-06,0.00060550654778159,1.25901771437924e-05,1.28325227456466e-05,0.00131122853025562,1.42294064914552e-05,1.47000455701413e-05,0.00444431319857664,1.9713367634593e-05
"quare",0.00366621867485852,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.000662105495475612,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"rego",0.00229481518052241,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.0039623868945532
"repo",9.14268996224069e-06,0.00357367589965213,1.25901771437924e-05,1.28325227456466e-05,0.00196035156503564,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"respicio",9.14268996224069e-06,0.00298004202927802,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"rursus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00665908721780088,1.9713367634593e-05
"rusticus",0.000466277188074275,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"sacer",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.000654458660027975,0.00325859763459566,0.00214864038020974,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"saepis",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00325859763459566,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"sanus",0.00138054618429834,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00325859763459566,1.42294064914552e-05,0.000749702324077205,1.47651601281616e-05,1.9713367634593e-05
"sententia",9.14268996224069e-06,1.18726774074822e-05,0.00567816989185038,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"signum",0.00138054618429834,0.00238640815890391,1.25901771437924e-05,0.000654458660027975,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"simul",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00325859763459566,1.42294064914552e-05,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"sudor",9.14268996224069e-06,0.00298004202927802,0.000642099034333413,0.00193771093459263,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"supercilium",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00442471371661252,0.0022295391793524,1.9713367634593e-05
"supplicium",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00257933707187496,0.00325859763459566,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"talis",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00585508977371571,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"turpis",9.14268996224069e-06,1.18726774074822e-05,0.00253062560590227,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"unda",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,0.00296779718576048,1.9713367634593e-05
"unguentum",9.14268996224069e-06,0.00535457751077445,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"vertex",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00889072880320145
"abeo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00322096320915729,1.29824606956002e-05,1.42294064914552e-05,0.00221970688109133,1.47651601281616e-05,1.9713367634593e-05
"admoneo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00455684370415569,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"aliquando",0.00138054618429834,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00370605519216856,1.9713367634593e-05
"amplexus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.0059208292113928,1.9713367634593e-05
"audacia",9.14268996224069e-06,1.18726774074822e-05,0.00127160789152303,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00295470915959839,0.00149128117294432,1.9713367634593e-05
"Caesar",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.0059337236580125
"candidus",0.00320908417674648,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00100538174936424
"clamo",0.00092341168618631,0.00357367589965213,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"comes",9.14268996224069e-06,1.18726774074822e-05,0.000642099034333413,1.28325227456466e-05,0.00455684370415569,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"conspicio",0.00183768068241038,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00131122853025562,1.42294064914552e-05,1.47000455701413e-05,0.00149128117294432,1.9713367634593e-05
"consurgo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00221970688109133,0.00370605519216856,1.9713367634593e-05
"contumelia",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00260947459981565,1.42294064914552e-05,0.00295470915959839,1.47651601281616e-05,1.9713367634593e-05
"cresco",9.14268996224069e-06,1.18726774074822e-05,0.00127160789152303,0.00386258934643962,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"cubiculum",9.14268996224069e-06,0.00357367589965213,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"depono",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00295470915959839,0.00296779718576048,1.9713367634593e-05
"digitus",9.14268996224069e-06,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"dives",9.14268996224069e-06,1.18726774074822e-05,0.00190111674871265,0.00193771093459263,1.29824606956002e-05,1.42294064914552e-05,0.00148470460258427,1.47651601281616e-05,1.9713367634593e-05
"doceo",9.14268996224069e-06,1.18726774074822e-05,0.00190111674871265,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00368971143810546,1.47651601281616e-05,1.9713367634593e-05
"dormio",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00570599200307355,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"effero",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.000749702324077205,1.47651601281616e-05,0.00691939203974215
"eloquentia",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.0052059667389357,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Ex",9.14268996224069e-06,1.18726774074822e-05,0.00127160789152303,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00442471371661252,1.47651601281616e-05,1.9713367634593e-05
"excito",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,0.00193771093459263,0.00196035156503564,1.42294064914552e-05,1.47000455701413e-05,0.00149128117294432,1.9713367634593e-05
"facinus",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,0.00589471827362665,1.47651601281616e-05,1.9713367634593e-05
"facit",0.00366621867485852,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"ferrum",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,0.00325859763459566,1.42294064914552e-05,1.47000455701413e-05,0.0022295391793524,1.9713367634593e-05
"fieri",9.14268996224069e-06,0.00238640815890391,1.25901771437924e-05,0.00257933707187496,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"finio",9.14268996224069e-06,1.18726774074822e-05,0.000642099034333413,0.00193771093459263,1.29824606956002e-05,1.42294064914552e-05,0.00221970688109133,1.47651601281616e-05,0.00100538174936424
"gallus",9.14268996224069e-06,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Gitone",9.14268996224069e-06,0.00060550654778159,0.00378964332028152,1.28325227456466e-05,0.000662105495475612,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"harundo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00357158102935527,1.47000455701413e-05,1.47651601281616e-05,0.00297671851282355
"Hic",0.00138054618429834,1.18726774074822e-05,1.25901771437924e-05,0.0012960847973103,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.000753023166536241,0.00199105013109389
"imperium",9.14268996224069e-06,1.18726774074822e-05,0.0031601344630919,1.28325227456466e-05,1.29824606956002e-05,0.00214864038020974,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"impleo",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.000725699731064217,1.47000455701413e-05,0.00518257120498472,1.9713367634593e-05
"ingenium",9.14268996224069e-06,1.18726774074822e-05,0.00378964332028152,1.28325227456466e-05,0.00131122853025562,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"inguen",9.14268996224069e-06,0.00298004202927802,0.00190111674871265,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"interim",9.14268996224069e-06,1.18726774074822e-05,0.00190111674871265,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,0.00370605519216856,1.9713367634593e-05
"Interim",9.14268996224069e-06,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"Ipse",9.14268996224069e-06,1.18726774074822e-05,0.0031601344630919,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,0.00297671851282355
"janua",9.14268996224069e-06,0.00476094364040035,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,1.42294064914552e-05,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
"mercenarius",9.14268996224069e-06,1.18726774074822e-05,1.25901771437924e-05,1.28325227456466e-05,1.29824606956002e-05,0.00570599200307355,1.47000455701413e-05,1.47651601281616e-05,1.9713367634593e-05
