"","identifier","text","eius_quem_fecit_suo_deinde_mea_manu","nunc_illum_quia_es_unquam_nemo_vides","iussit_mea_afferri_puerum_coepi_tota_fortunata","ita_plane_vinum_rogo_vos_bene_oportet","suum_mehercules_nemo_illum_puto_magis_potest","statim_fit_summam_puer_quem_esset_aquam","altera_habebat_pro_puer_omnium_nobis_factum","ceterum_mensam_ecce_factus_suam_hac_subito","homines_medio_amici_meo_quibus_volo_circa","fuit_illius_male_sestertium_sibi_quicquid_die","hic_c_illum_bene_erant_hanc_scio","minus_cocus_supra_puer_circa_voce_putes","triclinium_familia_eius_iussit_post_res_melius","nobis_pedes_servus_totum_cena_domini_sumus","homo_facere_potui_aliquis_panem_nostrum_plus"
"115","urn:cts:latinLit:phi0972.phi001:38.16","Inclinatis quoque rebus suis, cum timeret ne creditores ilium conturbare existimarent, hoc titulo auctionem proscripsit: C. Iulius Proculus auctionem faciet rerum supervacuarum.","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"116","urn:cts:latinLit:phi0972.phi001:39.1","Interpellavit tam dulces fabulas Trimalchio; nam iam sublatum erat ferculum, hilaresque convivae vino sermonibusque publicatis operam coeperant dare. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"117","urn:cts:latinLit:phi0972.phi001:39.2","Is ergo reclinatus in cubitum Hoc vinum inquit vos oportet suave faciatis. Pisces natare oportet.","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.276712328767123","0.00273972602739726","0.00273972602739726"
"118","urn:cts:latinLit:phi0972.phi001:39.3","Rogo, me putatis illa cena esse contentum, quam in theca repositorii videratis? 'Sic notus Vlixes?' quid ergo est? Oportet etiam inter cenandum philologiam nosse. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.702325581395349","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767"
"119","urn:cts:latinLit:phi0972.phi001:39.4","Patrono meo ossa bene quiescant, qui me hominem inter homines voluit esse. Nam mihi nihil novi potest afferri, sicut ille fericulus iam habuit praxim. ","0.0021505376344086","0.0021505376344086","0.217204301075269","0.217204301075269","0.539784946236559","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086"
"120","urn:cts:latinLit:phi0972.phi001:39.5","Caelus hic, in quo duodecim dii habitant, in totidem se figuras convertit, et modo fit aries. Itaque quisquis nascitur illo signo, multa pecora habet, multum lanae, caput praeterea durum, frontem expudoratam, cornum acutum. Plurimi hoc signo scholastici nascuntur et arietilli. ","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.589542483660131","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.00130718954248366","0.262745098039216","0.13202614379085","0.00130718954248366","0.00130718954248366","0.00130718954248366"
"121","urn:cts:latinLit:phi0972.phi001:39.6","Laudamus urbanitatem mathematici; itaque adiecit: deinde totus caelus taurulus fit. Itaque tune calcitrosi nascuntur et bubulci et qui se ipsi pascunt.","0.12289156626506","0.00240963855421687","0.12289156626506","0.00240963855421687","0.00240963855421687","0.48433734939759","0.00240963855421687","0.00240963855421687","0.243373493975904","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"122","urn:cts:latinLit:phi0972.phi001:39.7","In geminis autem nascuntur bigae et boves et colei et qui utrosque parietes linunt.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"123","urn:cts:latinLit:phi0972.phi001:39.8","In cancro ego natus sum. Ideo multis pedibus sto, et in mari et in terra multa possideo; nam cancer et hoc et illoc quadrat. Et ideo iam dudum nihil super illum posui, ne genesim meam premerem. ","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.584466019417476","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.390291262135922","0.00194174757281553"
"124","urn:cts:latinLit:phi0972.phi001:39.9","In leone cataphagae nascuntur et imperiosi; in virgine mulieres et fugitivi et compediti;","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.443478260869565","0.443478260869565","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"125","urn:cts:latinLit:phi0972.phi001:39.10","in libra laniones et unguentarii et quicunque aliquid expediunt;","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.0153846153846154","0.784615384615385","0.0153846153846154","0.0153846153846154","0.0153846153846154"
"126","urn:cts:latinLit:phi0972.phi001:39.11","in scorpione venenarii et percussores; in sagittario strabones, qui holera spectant, lardum tollunt; ","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667","0.0666666666666667"
"127","urn:cts:latinLit:phi0972.phi001:39.12","in capricorno aerumnosi, quibus prae mala sua cornua nascuntur; in aquario copones et cucurbitae; ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"128","urn:cts:latinLit:phi0972.phi001:39.13","in piscibus obsonatores et rhetores. Sic orbis vertitur tanquam mola, et semper aliquid mali facit, ut homines aut nascantur aut pereant. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.702325581395349","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"129","urn:cts:latinLit:phi0972.phi001:39.14","Quod autem in medio caespitem videtis et supra caespitem favum, nihil sine ratione facio. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.702325581395349","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"130","urn:cts:latinLit:phi0972.phi001:39.15","terra mater est in medio quasi ovum corrotundata, et omnia bona in se habet tanquam favus.","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.955555555555555","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"131","urn:cts:latinLit:phi0972.phi001:40.1","Sophos universi clamamus et sublatis manibus ad cameram iuramus Hipparchum Aratumque com parandos illi homines non fuisse, donec advenerunt ministri ac toralia praeposuerunt toris, in quibus retia erant picta subsessoresque cum venabulis et totus venationis apparatus, ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.161904761904762","0.161904761904762","0.00317460317460317","0.00317460317460317"
"132","urn:cts:latinLit:phi0972.phi001:40.2","Necdum sciebamus, quo mitteremus suspiciones nostras, cum extra triclinium clamor sublatus est ingens, et ecce canes Laconici etiam circa mensam discurrere coeperunt. ","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"133","urn:cts:latinLit:phi0972.phi001:40.3","Secutum est hos repositorium, in quo positus erat primae magnitudinis aper, et quidem pilleatus, e cuius dentibus sportellae dependebant duae palmulis textae, altera caryotis altera thebaicis repleta. ","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.972815533980583","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"134","urn:cts:latinLit:phi0972.phi001:40.4","Circa autem minores porcelli ex coptoplacentis facti, quasi uberibus imminerent, scrofam esse positam' significabant. Et hi quidem apophoreti fuerunt. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"135","urn:cts:latinLit:phi0972.phi001:40.5","Ceterum ad scindendum aprum non ille Carpus accessit, qui altilia laceraverat, sed barbatus ingens, fasciis cruralibus alligatus et alicula subornatus polymita, strictoque venatorio cultro latus apri vehementer percussit, ex cuius plaga turdi evolaverunt. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"136","urn:cts:latinLit:phi0972.phi001:40.6","Parati aucupes cum harundinibus fuerunt et eos circa triclinium volitantes momento exceperunt.","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"137","urn:cts:latinLit:phi0972.phi001:40.7","Inde cum suum cuique iussisset referri Trimalchio, adiecit: Etiam videte, quam porcus ille silvaticus lotam comederit glandem. ","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"138","urn:cts:latinLit:phi0972.phi001:40.8","Statim pueri ad sportellas accesserunt, quae pendebant e dentibus, thebaicasque et caryotas ad numerum divisere cenantibus.","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"139","urn:cts:latinLit:phi0972.phi001:41.1","Interim ego, qui privatum habebam secessum, in multas cogitationes deductus sum, quare aper pilleatus intrasset. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"140","urn:cts:latinLit:phi0972.phi001:41.2","Postquam itaque omnis bacalusias consumpsi, duravi interrogare illum interpretem meum, quod me torqueret. ","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.00465116279069767","0.00465116279069767"
"141","urn:cts:latinLit:phi0972.phi001:41.3","At ille: Plane etiam hoc servus tuus indicare potest; non enim aenigma est, sed res aperta. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.479365079365079","0.479365079365079","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317"
"142","urn:cts:latinLit:phi0972.phi001:41.4","Hic aper, cum heri summa cena eum vindicasset, a convivis dimissus est; itaque hodie tanquam libertus in convivium revertitur. ","0.00317460317460317","0.00317460317460317","0.638095238095238","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317","0.00317460317460317","0.161904761904762","0.00317460317460317"
"143","urn:cts:latinLit:phi0972.phi001:41.5","Damnavi ego stuporem meum et nihil amplius interrogavi, ne viderer nunquam inter honestos cenasse. ","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"144","urn:cts:latinLit:phi0972.phi001:41.6","Dum haec loquimur, puer speciosus, vitibus hederisque redimitus, modo Bromium, interdum Lyaeum Euhiumque confessus, calathisco uvas circumtulit et poemata domini sui acutissima voce traduxit. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.237209302325581","0.00465116279069767","0.237209302325581","0.00465116279069767"
"145","urn:cts:latinLit:phi0972.phi001:41.7","Ad quem sonum conversus Trimalchio Dionyse inquit liber esto. Puer detraxit pilleum apro capitique suo imposuit.","0.612121212121212","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"146","urn:cts:latinLit:phi0972.phi001:41.8","Tum Trimalchio rursus adiecit: Non negabitis me inquit habere Liberum patrem. Laudavimus dictum Trimalchionis et circumeuntem puerum sane perbasiamus.","0.13972602739726","0.00273972602739726","0.687671232876712","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.13972602739726"
"147","urn:cts:latinLit:phi0972.phi001:41.9","Ab hoc ferculo Trimalchio ad lasanum surrexit. Nos libertatem sine tyranno nacti coepimus invitare convivarum sermones.","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"148","urn:cts:latinLit:phi0972.phi001:41.10","Dama itaque primus cum pataracina poposcisset, Diei inquit nihil est. Dum versas te, nox fit. Itaque nihil est melius, quam de cubiculo recta in triclinium ire. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.469767441860465","0.00465116279069767","0.00465116279069767"
"149","urn:cts:latinLit:phi0972.phi001:41.11","Et mundum frigus habuimus. Vix me balneus calfecit. Tamen calda potio vestiarius est.","0.878260869565217","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304"
"150","urn:cts:latinLit:phi0972.phi001:41.12","Staminatas duxi, et plane matus sum. Vinus mihi in cerebrum abiit.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606"
"151","urn:cts:latinLit:phi0972.phi001:42.1","Excepit Seleucus fabulae partem et Ego inquit non cotidie lavor; baliscus enim fullo est, ","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.00606060606060606"
"152","urn:cts:latinLit:phi0972.phi001:42.2","aqua dentes habet, et cor nostrum cotidie liquescit. Sed cum mulsi pultarium obduxi, frigori laecasin dico. Nec sane lavare potui; fui enim hodie in funus. ","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.96989247311828"
"153","urn:cts:latinLit:phi0972.phi001:42.3","Homo bellus, tam bonus Chrysanthus animam ebulliit. Modo, modo me appellavit. Videor mihi cum illo loqui. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.309090909090909","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212"
"154","urn:cts:latinLit:phi0972.phi001:42.4","Heu, eheu. Utres inflati ambulamus. Minoris quam muscae sumus, muscae tamen aliquam virtutem habent, nos non pluris sumus quam bullae. ","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.00465116279069767","0.934883720930233","0.00465116279069767"
"155","urn:cts:latinLit:phi0972.phi001:42.5","Et quid si non abstinax fuisset. Quinque dies aquam in os suum non coniecit, non micam panis. Tamen abiit ad plures. Medici ilium perdiderunt, immo magis malus fatus; medicus enim nihil aliud est quam animi consolatio. ","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.753383458646617","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.15187969924812","0.0766917293233083","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"156","urn:cts:latinLit:phi0972.phi001:42.6","Tamen bene elatus est, vitali lecto, stragulis bonis. Planctus est optime - manu misit aliquot - etiam si maligne illum ploravit uxor. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.796825396825397","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762"
"157","urn:cts:latinLit:phi0972.phi001:42.7","Quid si non illam optime accepisset. Sed mulier quae mulier milvinum genus. Neminem nihil boni facere oportet; aeque est enim ac si in puteum conicias. Sed antiquus amor cancer est.","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.324731182795699","0.109677419354839","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.0021505376344086","0.539784946236559"
"158","urn:cts:latinLit:phi0972.phi001:43.1","Molestus fuit, Philerosque proclamavit: Vivorum meminerimus. Ille habet, quod sibi debebatur: honeste vixit, honeste obiit. Quid habet quod queratur? Ab asse erevit et paratus fuit quadrantem de stercore mordicus tollere. Itaque crevit, quicquid crevit, tanquam favus. ","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.886725663716814","0.00176991150442478","0.00176991150442478","0.00176991150442478","0.0902654867256637","0.00176991150442478"
"159","urn:cts:latinLit:phi0972.phi001:43.2","Puto mehercules illum reliquisse lida centum, et omnia in nummis habuit. ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"160","urn:cts:latinLit:phi0972.phi001:43.3","De re tamen ego verum dicam, qui linguam caninam comedi: durae buccae fruit, linguosus, discordia, non homo. ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755"
"161","urn:cts:latinLit:phi0972.phi001:43.4","Frater eius fortis fuit, amicus amico, manu plena, uncta mensa. Et inter initia malam parram pilavit, sed recorrexit costas illius prima vindemia: vendidit enim vinum, quanti ipse voluit. Et quod illius mentum sustulit, hereditatem accepit, ex qua plus involavit, quam illi relictum est. ","0.00150375939849624","0.00150375939849624","0.377443609022556","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.603007518796993","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"162","urn:cts:latinLit:phi0972.phi001:43.5","Et ille stips, dum fratri suo irascitur, nescio cui terrae filio patrimonium elegavit. Longe fugit, quisquis suos fugit. ","0.84578313253012","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.12289156626506","0.00240963855421687","0.00240963855421687","0.00240963855421687","0.00240963855421687"
"163","urn:cts:latinLit:phi0972.phi001:43.6","Habuit autem oricularios servos, qui illum pessum dederunt. Nunquam autem recte faciet, qui cito credit, utique homo negotians. Tamen verum quod frunitus est, quam diu vixit,  . ","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.972815533980583","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"164","urn:cts:latinLit:phi0972.phi001:43.7","cui datum est, non cui destinatum. Plane Fortunae filius, in manu illius plumbum aurum fiebat. Facile est autem, ubi omnia quadrata currunt. Et quot putas illum annos secum tulisse? Septuaginta et supra. Sed corneolus fuit, aetatem bene ferebat, niger tanquam corvus. ","0.00150375939849624","0.227067669172932","0.00150375939849624","0.15187969924812","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.00150375939849624","0.302255639097744","0.00150375939849624","0.302255639097744","0.00150375939849624","0.00150375939849624","0.00150375939849624"
"165","urn:cts:latinLit:phi0972.phi001:43.8","Noveram hominem olim oliorum et adhuc salax erat. Non mehercules illum puto in domo canem reliquisse. Immo etiam pullarius erat, omnis minervae homo. Nec improbo, hoc solum enim secum tulit.","0.00194174757281553","0.0990291262135923","0.00194174757281553","0.00194174757281553","0.584466019417476","0.00194174757281553","0.00194174757281553","0.293203883495146","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553","0.00194174757281553"
"166","urn:cts:latinLit:phi0972.phi001:44.1","Haec Phileros dixit, illa Ganymedes: narratis quod nec ad caelum nec ad terram pertinet, cum interim nemo curat, quid annona mordet. ","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.796825396825397","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.00317460317460317","0.161904761904762"
"167","urn:cts:latinLit:phi0972.phi001:44.2","Non me hercules hodie buccam panis invenire potui. Et quomodo siccitas perseverat.","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515"
"168","urn:cts:latinLit:phi0972.phi001:44.3","Iam annum esuritio fuit. Aediles male eveniat, qui cum pistoribus colludunt 'Serva me, servabo te.' Itaque populus minutus laborat; nam isti maiores maxillae semper Saturnalia agunt. ","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.947169811320755","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"169","urn:cts:latinLit:phi0972.phi001:44.4","O si haberemus illos leones, quos ego hic inveni, cum primum ex Asia veni. ","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.961643835616438","0.00273972602739726","0.00273972602739726","0.00273972602739726","0.00273972602739726"
"170","urn:cts:latinLit:phi0972.phi001:44.5","Illud erat vivere. Simila si siligine inferior esset, laruas sic istos percolopabant, ut illis Iupiter iratus esset. ","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038"
"171","urn:cts:latinLit:phi0972.phi001:44.6","Sed memini Safinium: tunc habitabat ad arcum veterem, me puero, piper, non homo. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.915151515151515"
"172","urn:cts:latinLit:phi0972.phi001:44.7","Is quacunque ibat, terram adurebat. Sed rectus, sed certus, amicus amico, cum quo audacter posses intenebris micare. ","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.00606060606060606","0.612121212121212","0.00606060606060606","0.309090909090909"
"173","urn:cts:latinLit:phi0972.phi001:44.8","In curia autem quomoda singulos vel pilabat tractabat, nec schemas loquebatur sed derectum. Cum ageret ","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.00869565217391304","0.878260869565217"
"174","urn:cts:latinLit:phi0972.phi001:44.9","porro in foro, sic illius vox crescebat tanquam tuba. Nec sudavit unquam nec expuit, puto eum nescio quid Asiadis habuisse. ","0.00377358490566038","0.758490566037736","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.192452830188679","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038","0.00377358490566038"
